Driver,driver_URL,Season,Age,Primary Sponsor,Car #s,Owner(s),Car(s),Races,P,W,Pod,T5,T10,RAF,AvSt,AvFn,Adj_Pts,RAF+,Start-,Finish-,Pts+,W vs. All,L vs. All,W% vs. All,W vs. Car,L vs. Car,W% vs. Car,W vs. Grid,L vs. Grid,W% vs. Grid,W vs. Team,L vs. Team,W% vs. Team,tmate_W_vs_all,tmate_L_vs_all,SOS%,Adj W%,Composite%
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2007,25,Red Bull,84,Dietrich Mateschitz,Toyota,17,0,0,0,0,0,15,28.70588235,31.58823529,6.30910687,102.6979213,130.4812834,143.5828877,28.59155501,194,520,0.271708683,24,42,0.363636364,12,48,0.2,4,8,0.333333333,234,270,0.459349593,0.298153034,0.271710002
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2008,26,Red Bull,"84, 0, 10","Dietrich Mateschitz, Michael Waltrip, Gillett Evernham Motorsports","Toyota, Dodge",27,0,0,0,0,2,22,25.25925926,24.66666667,14.74751925,90.87415946,114.8148148,112.1212121,66.832678,495,639,0.436507937,115,125,0.479166667,51,55,0.481132075,13,20,0.393939394,685,701,0.49150037,0.385851372,0.441437851
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2009,27,Valvoline,44,Richard Petty Motorsports,"Dodge, Ford",36,0,0,1,1,6,35,22.75,22.36111111,17.29881526,116.6666667,103.4090909,101.6414141,78.39461879,743,769,0.491402116,137,114,0.545816733,70,74,0.486111111,52,56,0.481481481,2324,2212,0.512195122,0.493670886,0.497930359
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2010,28,Insignia HDTV / Best Buy,43,Richard Petty Motorsports,Ford,36,1,0,0,2,8,33,16.05555556,17.80555556,23.27805201,115.3658537,72.97979798,80.93434343,105.4912713,907,605,0.599867725,250,147,0.629722922,78,66,0.541666667,64,44,0.592592593,2354,2182,0.521680217,0.613362541,0.602796198
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2011,29,Best Buy,43,Richard Petty Motorsports,Ford,36,0,0,0,1,10,35,14.86111111,16.05555556,25.99744831,121.9611021,67.55050505,72.97979798,117.8150076,970,542,0.641534392,270,115,0.701298701,75,69,0.520833333,21,15,0.583333333,890,622,0.592818428,0.670865279,0.639609319
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2012,30,Shell / Pennzoil,"22, 51","Roger Penske, James Finch","Dodge, Chevrolet",21,1,0,1,1,3,18,16.28571429,22.57142857,17.7610888,114.6808248,74.02597403,102.5974026,80.48954597,429,453,0.486394558,23,60,0.277108434,31,53,0.369047619,4,14,0.222222222,525,231,0.692411924,0.391420912,0.425675372
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2013,31,Phoenix Racing,"51, 47","James Finch, JTG-Daugherty Racing","Chevrolet, Toyota",18,0,0,0,0,1,16,22.33333333,21.22222222,16.35735011,106.9984448,101.5151515,96.46464646,74.12809533,392,364,0.518518519,114,126,0.475,36,36,0.5,0,0,,0,0,,,0.501312336
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2014,32,Scott Products / Kingsford,47,JTG-Daugherty Racing,Chevrolet,36,0,1,1,2,5,32,19.66666667,20.16666667,20.90983308,100.8145976,89.44913219,91.72326267,94.69778378,821,690,0.543348776,395,369,0.517015707,74,70,0.513888889,0,0,,0,0,,,0.527524205
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2015,33,Bush's Grillin Beans / Clorox / Scott Prod.,47,JTG-Daugherty Racing,Chevrolet,36,2,0,0,0,3,33,21.58333333,23.08333333,15.15501813,99.78902954,98.10606061,104.9242424,68.67937785,717,795,0.474206349,309,436,0.414765101,63,81,0.4375,0,0,,0,0,,,0.443543879
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2016,34,Kroger / Butterfinger / Coffee Mate,47,JTG-Daugherty Racing,Chevrolet,36,0,0,1,2,9,32,17.16666667,17.80555556,23.66788163,100.2705769,83.96230699,87.08711777,99.50244355,795,605,0.567857143,413,314,0.568088033,67,77,0.465277778,0,0,,0,0,,,0.550728863
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2017,35,Kroger ClickList / Stouffer's / Cheez-It,47,JTG-Daugherty Racing,Chevrolet,36,0,0,1,1,5,31,23.86111111,22,16.69446163,103.5383598,118.4261534,109.1891892,69.13729959,622,756,0.45137881,294,304,0.491638796,70,74,0.486111111,21,15,0.583333333,642,736,0.467213115,0.551104972,0.485087618
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2018,36,Kroger ClickList / Hidden Valley / Hellmann's,47,JTG-Daugherty Racing,Chevrolet,36,0,0,1,1,5,30,22.11111111,21.25,18.10520943,97.47770346,110.8328357,106.5164815,74.21677944,634,729,0.465150404,339,279,0.548543689,57,87,0.395833333,18,18,0.5,643,720,0.470987189,0.470987189,0.482881531
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2021,39,Hyperice,16,Matthew Kaulig,Chevrolet,5,0,1,1,2,3,4,17,16,42.72963395,92.04658902,86.1840176,81.1143695,173.2092107,119,75,0.613402062,53,33,0.61627907,12,8,0.6,0,0,,0,0,,,0.612107623
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2022,40,Action Industries,16,Matthew Kaulig,Chevrolet,18,0,0,2,3,8,17,19.44444444,15.38888889,31.65576627,114.0233384,102.9993812,81.51665309,122.9385152,384,259,0.597200622,152,104,0.59375,40,28,0.588235294,14,4,0.777777778,315,328,0.4976,0.776114082,0.624793502
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2023,41,Action Industries,16,Matthew Kaulig,Chevrolet,36,0,1,2,4,7,32,20.19444444,19.58333333,22.78152761,101.7635155,107.1366371,103.894538,88.34738555,615,669,0.478971963,282,276,0.505376344,69,71,0.492857143,23,17,0.575,636,795,0.445003595,0.520339169,0.496671408
A.J. Allmendinger,"<a href=""https://www.racing-reference.info/driver/A_J_Allmendinger/"">A.J. Allmendinger</a>",2024,42,Celsius,"16, 13",Matthew Kaulig,Chevrolet,4,0,0,0,0,2,4,20.5,12,35.97312652,111.9891008,106.7600101,62.49366447,142.0084379,104,44,0.702702703,37,17,0.685185185,10,6,0.625,4,1,0.8,79,107,0.430939227,0.751807229,0.695361446
A.J. Cox,"<a href=""https://www.racing-reference.info/driver/A_J_Cox/"">A.J. Cox</a>",1972,44,,81,A.J. Cox,Dodge,1,0,0,0,0,0,0,32,33,3.879589765,0,158.3987376,163.3486981,15.84058106,0,32,0,0,6,0,0,2,0,0,0,,0,0,,,0
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1972,37,Purolator,"21, 41",Wood Brothers,Mercury,6,3,2,4,5,5,5,2,6.333333333,73.78091016,154.9661986,9.8999211,31.34975015,301.251565,221,32,0.873517787,29,2,0.935483871,16,8,0.666666667,0,1,0,41,2,0.952380952,0,0.803278689
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1973,38,Purolator,50,A.J. Foyt,Chevrolet,3,0,0,0,1,1,1,14.33333333,22.66666667,25.15290521,61.5916955,71.19337736,112.5848758,101.9013467,52,65,0.444444444,17,17,0.5,4,8,0.333333333,0,0,,0,0,,,0.43776824
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1974,39,Foyt Racing,"50, 28","A.J. Foyt, Hoss Ellington",Chevrolet,4,0,0,0,2,2,2,13.25,16,34.88633164,107.9476861,70.3510812,84.952249,133.1533856,98,60,0.620253165,50,34,0.595238095,6,10,0.375,0,0,,0,0,,,0.569230769
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1975,40,Gilmore Racing,28,Hoss Ellington,Chevrolet,7,0,0,0,1,1,1,6.142857143,20,21.29082357,27.4180865,33.16007933,107.963049,79.62470733,131,133,0.496212121,83,72,0.535483871,7,21,0.25,0,0,,0,0,,,0.473760933
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1976,41,Gilmore,28,Hoss Ellington,Chevrolet,5,1,0,0,1,1,1,15.4,23.6,19.38337388,33.32283465,83.73092142,128.3149185,72.86168344,80,113,0.414507772,58,78,0.426470588,9,11,0.45,0,1,0,39,0,1,0.5,0.427807487
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1977,42,Gilmore,51,A.J. Foyt,Chevrolet,6,1,0,0,1,3,4,4.166666667,16.83333333,32.57201968,110.4524181,22.46763138,90.76923077,123.0677325,148,95,0.609053498,104,62,0.626506024,9,15,0.375,0,0,,0,0,,,0.584202683
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1978,43,Valvoline,51,A.J. Foyt,Buick,2,0,0,1,1,1,1,2.5,17.5,39.39421735,80.80424886,13.47487221,94.32410547,149.1131928,47,33,0.5875,4,3,0.571428571,4,4,0.5,1,1,0.5,44,36,0.551282051,0.551282051,0.56101915
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1979,44,Gilmore,51,A.J. Foyt,Oldsmobile,2,0,0,1,1,2,2,7,6.5,54.90390872,166.4110429,38.23692292,35.50571414,205.1682274,69,11,0.8625,28,9,0.756756757,7,1,0.875,0,0,,0,0,,,0.822580645
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1980,45,Valvoline / Gilmore,51,A.J. Foyt,Oldsmobile,1,0,0,0,0,0,0,11,31,5.105407172,0,58.34991001,164.4406555,19.6295468,11,30,0.268292683,7,15,0.318181818,1,3,0.25,0,0,,0,0,,,0.287128713
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1981,46,Gilmore / Valvoline,51,A.J. Foyt,Oldsmobile,3,0,0,0,0,1,1,12.66666667,24.66666667,18.19475365,56.91434469,68.16614624,132.7446006,68.98371826,52,71,0.422764228,7,11,0.388888889,4,8,0.333333333,0,0,,0,0,,,0.396135266
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1982,47,Valvoline / Gilmore,51,A.J. Foyt,Oldsmobile,2,0,0,0,0,0,0,9,30,7.356973262,0,48.55017459,161.8339153,27.84931743,22,58,0.275,0,3,0,1,7,0.125,0,0,,0,0,,,0.220338983
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1983,48,Valvoline,14,A.J. Foyt,Chevrolet,3,0,0,0,0,0,1,10.66666667,27.66666667,12.34536498,54.50861196,56.92274628,147.6433732,47.16963137,42,80,0.344262295,13,24,0.351351351,3,9,0.25,0,0,,0,0,,,0.327868852
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1984,49,Gilmore-Foyt Racing,14,A.J. Foyt,Oldsmobile,4,0,0,0,0,0,0,31.75,37.75,1.467271179,0,165.239968,196.4664186,5.74544559,12,147,0.075471698,0,7,0,2,10,0.166666667,0,0,,0,0,,,0.090497738
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1985,50,Copenhagen,14,A.J. Foyt,Oldsmobile,7,0,0,0,1,1,1,19.57142857,28,12.54528668,23.53870458,100.7452374,144.1318725,49.64916683,92,189,0.327402135,2,5,0.285714286,8,20,0.285714286,0,0,,0,0,,,0.314496314
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1986,51,Copenhagen,14,A.J. Foyt,Oldsmobile,5,0,0,0,0,0,1,17,31,6.686007343,33.081571,86.37650225,157.5100923,26.80278401,53,150,0.261083744,3,23,0.115384615,4,16,0.2,0,0,,0,0,,,0.223880597
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1987,52,Copenhagen,14,"Larry McClure, A.J. Foyt",Oldsmobile,6,0,0,0,0,0,1,23.5,32.16666667,5.800559575,27.03757931,118.2470481,161.8558886,23.50227759,56,187,0.230452675,11,31,0.261904762,5,16,0.238095238,0,1,0,5,36,0.1,0,0.229508197
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1988,53,Copenhagen,14,A.J. Foyt,Oldsmobile,7,0,0,0,0,0,1,17.71428571,30.14285714,7.60199067,21.23042083,88.10155362,149.9147404,31.21631183,82,204,0.286713287,13,43,0.232142857,6,22,0.214285714,0,0,,0,0,,,0.258823529
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1989,54,Copenhagen,14,A.J. Foyt,Oldsmobile,7,0,0,0,0,0,2,23,29.71428571,7.75536274,41.93730054,115.340756,149.01166,31.61057649,80,201,0.284697509,12,37,0.244897959,7,21,0.25,0,0,,0,0,,,0.268839104
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1990,55,Copenhagen,14,A.J. Foyt,Oldsmobile,3,0,0,0,0,0,1,20.33333333,33.66666667,3.846329398,47.62516046,102.2962528,169.3757628,15.62460063,23,98,0.190082645,7,21,0.25,2,10,0.166666667,0,0,,0,0,,,0.2
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1992,57,Copenhagen,14,Don Bierschwale,Oldsmobile,1,0,0,0,0,0,1,39,21,13.87083705,134.4660194,197.0900798,106.1254276,56.10406085,21,20,0.512195122,3,6,0.333333333,2,2,0.5,0,0,,0,0,,,0.466666667
A.J. Foyt,"<a href=""https://www.racing-reference.info/driver/A_J_Foyt/"">A.J. Foyt</a>",1994,59,Copenhagen,50,A.J. Foyt,Ford,1,0,0,0,0,0,1,40,30,5.768148092,132.5605901,191.6660318,143.7495239,24.69272785,13,29,0.30952381,6,16,0.272727273,0,4,0,0,0,,0,0,,,0.245098039
A.J. Reno,"<a href=""https://www.racing-reference.info/driver/A_J_Reno/"">A.J. Reno</a>",1974,38,Elliott Racing,9,George Elliott,Ford,1,0,0,0,0,0,0,48,45,0,0,254.856747,238.9282003,0,3,44,0.063829787,1,8,0.111111111,1,1,0.5,0,0,,0,0,,,0.123287671
A.J. Reno,"<a href=""https://www.racing-reference.info/driver/A_J_Reno/"">A.J. Reno</a>",1975,39,Dahlonega Equipment,76,George Avery,Ford,1,0,0,0,0,0,1,44,21,13.87083705,191.9266055,237.5187077,113.3612014,51.87499379,29,20,0.591836735,5,3,0.625,3,1,0.75,0,0,,0,0,,,0.62962963
Adam Petty,"<a href=""https://www.racing-reference.info/driver/Adam_Petty/"">Adam Petty</a>",2000,19,Sprint,45,Petty Enterprises,Chevrolet,1,0,0,0,0,0,0,33,40,0.4125661,0,150,181.8181818,1.869663422,3,39,0.071428571,2,13,0.133333333,0,4,0,0,1,0,11,31,0.243902439,0,0.067307692
Al Elmore,"<a href=""https://www.racing-reference.info/driver/Al_Elmore/"">Al Elmore</a>",1979,20,Midwestern Farm Lines,40,D.K. Ulrich,Chevrolet,1,0,0,0,0,0,1,18,15,22.97290776,166.4110429,98.32351609,81.9362634,85.84654306,13,14,0.481481481,9,9,0.5,2,2,0.5,0,0,,0,0,,,0.493670886
Al Elmore,"<a href=""https://www.racing-reference.info/driver/Al_Elmore/"">Al Elmore</a>",1983,24,Ulrich Racing,6,D.K. Ulrich,"Buick, Chevrolet",4,0,0,0,0,0,4,28.25,18.75,17.03891306,163.5258359,150.7563359,100.059515,65.10291507,64,71,0.474074074,22,19,0.536585366,13,3,0.8125,0,0,,0,0,,,0.569395018
Al Holbert,"<a href=""https://www.racing-reference.info/driver/Al_Holbert/"">Al Holbert</a>",1976,29,Days Inn,9,George Elliott,Ford,1,0,0,0,0,0,0,19,40,0.4125661,0,103.3043836,217.4829128,1.550827052,0,39,0,0,3,0,0,4,0,0,0,,0,0,,,0
Al Holbert,"<a href=""https://www.racing-reference.info/driver/Al_Holbert/"">Al Holbert</a>",1978,31,Southland Industries,48,James Hylton,"Chevrolet, Oldsmobile",12,0,0,0,0,3,5,16.16666667,22.83333333,17.9074578,67.33687405,87.13750696,123.0704995,67.78249163,192,262,0.422907489,99,103,0.49009901,19,29,0.395833333,2,0,1,4,71,0.054794521,1,0.46025878
Al Holbert,"<a href=""https://www.racing-reference.info/driver/Al_Holbert/"">Al Holbert</a>",1979,32,Holbert Porsche,7,Al Holbert,"Chevrolet, Oldsmobile",6,0,0,0,0,1,2,15,26,13.22817358,55.47034765,81.9362634,142.0228566,49.43183443,77,150,0.339207048,37,70,0.345794393,8,16,0.333333333,0,0,,0,0,,,0.340782123
Al Loquasto,"<a href=""https://www.racing-reference.info/driver/Al_Loquasto/"">Al Loquasto</a>",1981,41,Schaefer Beer / Z95,99,D.K. Ulrich,Buick,1,0,0,0,0,0,1,32,24,10.64545976,170.7430341,172.2092116,129.1569087,40.36127178,11,23,0.323529412,3,10,0.230769231,3,1,0.75,0,1,0,15,19,0.424242424,0,0.315217391
Al Loquasto,"<a href=""https://www.racing-reference.info/driver/Al_Loquasto/"">Al Loquasto</a>",1982,42,Pentax Cameras,6,D.K. Ulrich,Buick,5,0,0,0,0,0,2,28,26.4,9.696811014,70.3630363,151.0449876,142.4138455,36.70661268,49,127,0.278409091,29,62,0.318681319,7,11,0.388888889,2,3,0.4,63,113,0.350877193,0.264900662,0.306258927
"Al Rudd, Jr.","<a href=""https://www.racing-reference.info/driver/Al_Rudd_Jr/"">Al Rudd, Jr.</a>",1979,25,Bill Lewis,22,Al Rudd,Chevrolet,1,0,0,0,0,0,0,23,32,4.476741801,0,125.6356039,174.7973619,16.72895795,4,31,0.114285714,0,18,0,1,3,0.25,0,0,,0,0,,,0.091954023
Al Unser,"<a href=""https://www.racing-reference.info/driver/Al_Unser/"">Al Unser</a>",1986,47,Valvoline,"88, 50","Buddy Baker / Danny Schiff, Dingman Brothers","Oldsmobile, Pontiac",2,0,0,0,0,0,0,15.5,24.5,10.78682955,0,78.75504617,124.4837827,43.24210964,29,47,0.381578947,5,5,0.5,4,4,0.5,0,0,,0,0,,,0.4296875
"Al Unser, Jr.","<a href=""https://www.racing-reference.info/driver/Al_Unser_Jr/"">Al Unser, Jr.</a>",1993,31,Valvoline,46,Rick Hendrick,Chevrolet,1,0,0,0,0,0,0,40,36,2.255175294,0,199.2324094,179.3091684,9.275388156,5,35,0.125,1,11,0.083333333,2,2,0.5,0,3,0,80,40,0.658119658,0,0.1171875
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1985,30,Hardee's,"32, 38",Bill Terry,Ford,5,0,0,0,0,0,3,25.8,20.4,15.64924024,98.86255924,132.8072253,105.0103642,61.93335864,91,97,0.484042553,20,23,0.465116279,10,10,0.5,0,0,,0,0,,,0.483050847
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1986,31,Quincy's Steak House,"32, 35","Bill Terry, Alan Kulwicki",Ford,23,0,0,0,1,4,20,22.17391304,15.7826087,24.81625767,143.8329174,112.6650029,80.19097268,99.48310856,499,340,0.594755662,109,75,0.592391304,54,35,0.606741573,0,0,,0,0,,,0.596928983
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1987,32,Zerex,7,Alan Kulwicki,Ford,29,3,0,1,3,9,18,14.13793103,18.24137931,26.98381216,100.6916747,71.13908986,91.78677691,109.3310112,579,500,0.53660797,118,126,0.483606557,52,64,0.448275862,0,0,,0,0,,,0.503692762
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1988,33,Zerex,7,Alan Kulwicki,Ford,29,4,1,4,7,9,17,10.13793103,19.24137931,28.54007386,87.11793377,50.42074453,95.69651514,117.1950722,567,529,0.517335766,143,118,0.54789272,54,62,0.465517241,0,0,,0,0,,,0.513448607
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1989,34,Zerex,7,Alan Kulwicki,Ford,29,6,0,4,5,9,18,7.310344828,18.86206897,28.27820322,91.10517015,36.66003041,94.58979543,115.2609279,570,518,0.523897059,88,116,0.431372549,48,68,0.413793103,0,0,,0,0,,,0.478571429
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1990,35,Zerex,7,Alan Kulwicki,Ford,29,1,1,3,5,13,23,11.89655172,14.55172414,35.3158548,113.315037,59.85111454,73.20918938,143.460445,691,393,0.637453875,130,103,0.557939914,57,55,0.508928571,0,0,,0,0,,,0.59009009
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1991,36,Hooters,7,Alan Kulwicki,Ford,29,4,1,2,4,11,22,6.827586207,17,28.51552429,105.9206246,34.48275862,85.85858586,115.4856691,617,464,0.570767808,119,133,0.472222222,48,68,0.413793103,0,0,,0,0,,,0.510980966
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1992,37,Hooters,7,Alan Kulwicki,Ford,29,6,2,7,11,17,27,10.55172414,10.5862069,46.94625396,125.1925008,53.32410648,53.49836826,189.885836,801,278,0.742354032,280,114,0.710659898,69,44,0.610619469,0,0,,0,0,,,0.705907719
Alan Kulwicki,"<a href=""https://www.racing-reference.info/driver/Alan_Kulwicki/"">Alan Kulwicki</a>",1993,38,Hooters,7,Alan Kulwicki,Ford,5,0,0,1,2,3,4,15.8,15,40.7204145,108.1481481,78.69680171,74.71215352,167.4803956,121,70,0.633507853,65,35,0.65,15,5,0.75,0,0,,0,0,,,0.66029724
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2014,21,Dr. Pepper,23,BK Racing,Toyota,36,0,0,0,0,0,30,32.97222222,32.55555556,4.87098288,94.51368524,149.9662711,148.0711623,22.06001749,375,1136,0.248180013,98,202,0.326666667,44,94,0.31884058,34,33,0.507462687,651,2160,0.225218659,0.23047055,0.266148442
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2015,22,Tommy Baldwin Racing,7,"Tommy Baldwin, Jr.",Chevrolet,35,0,0,0,0,0,29,34.37142857,31.6,5.770105506,90.19891501,156.2337662,143.6363636,26.14891337,399,1071,0.271428571,160,565,0.220689655,55,77,0.416666667,0,0,,0,0,,,0.272331787
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2016,23,Nationwide Insurance,88,Rick Hendrick,Chevrolet,10,1,0,0,0,3,9,12.3,19.7,22.63793511,101.5239592,60.15940054,96.35286104,95.17243223,203,187,0.520512821,107,94,0.532338308,13,27,0.325,8,22,0.266666667,771,399,0.657017544,0.41057969,0.465138444
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2018,25,Nationwide Insurance,88,Rick Hendrick,Chevrolet,36,1,0,1,3,11,33,13.13888889,17,25.48349286,107.2254738,65.85921016,85.21318524,104.4618001,787,576,0.577402788,404,214,0.653721683,72,72,0.5,54,54,0.5,2359,1730,0.579000251,0.579000251,0.588111857
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2019,26,Axalta,88,Rick Hendrick,Chevrolet,36,0,1,6,7,12,34,13.11111111,14.36111111,34.02705439,108.2502769,66.5832536,72.93123329,137.6634993,863,481,0.642113095,423,162,0.723076923,72,69,0.510638298,60,48,0.555555556,2434,1598,0.608053007,0.659772149,0.652743711
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2020,27,ChevyGoods.com / Adam's Polishes,88,Rick Hendrick,Chevrolet,36,0,1,3,6,15,32,8.916666667,14.72222222,33.00409228,103.192848,44.25781616,73.07365284,136.6772861,884,494,0.641509434,400,181,0.688468158,67,77,0.465277778,48,60,0.444444444,2596,1538,0.629905614,0.576560191,0.608649052
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2021,28,Ally,48,Rick Hendrick,Chevrolet,36,1,4,5,8,16,31,13.66666667,15.08333333,35.42206622,99.07792568,69.28519062,76.46719208,143.5871915,840,507,0.623608018,402,208,0.659016393,84,60,0.583333333,42,66,0.388888889,2922,1119,0.726163234,0.627909168,0.629239795
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2022,29,Ally,48,Rick Hendrick,Chevrolet,31,0,1,2,4,12,25,13.96774194,16.67741935,29.45670275,97.36338194,73.98867988,88.34214203,114.3982195,621,486,0.56097561,253,194,0.565995526,59,65,0.475806452,42,51,0.451612903,2115,1206,0.639405204,0.593542026,0.563661364
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2023,30,Ally,48,Rick Hendrick,Chevrolet,33,2,0,2,4,10,29,17.21212121,17.15151515,26.78932182,100.6071119,91.31465777,90.99312729,103.8897208,646,533,0.547921968,296,217,0.576998051,77,52,0.596899225,36,63,0.363636364,2287,1250,0.646887725,0.511440727,0.547298981
Alex Bowman,"<a href=""https://www.racing-reference.info/driver/Alex_Bowman/"">Alex Bowman</a>",2024,31,Ally,48,Rick Hendrick,Chevrolet,11,0,0,1,4,6,10,15.18181818,13.63636364,38.43006068,101.8082735,79.06395429,71.01552781,151.7074943,261,139,0.6525,99,51,0.66,27,17,0.613636364,12,21,0.363636364,857,343,0.716366752,0.590708355,0.625992886
Alex Kennedy,"<a href=""https://www.racing-reference.info/driver/Alex_Kennedy/"">Alex Kennedy</a>",2013,21,MediaMaster,19,Mark Smith,Toyota,3,0,0,0,0,0,1,39.33333333,37,2.293459461,40.1244168,178.7878788,168.1818182,10.39347941,18,108,0.142857143,8,26,0.235294118,3,7,0.3,0,0,,0,0,,,0.196581197
Alex Kennedy,"<a href=""https://www.racing-reference.info/driver/Alex_Kennedy/"">Alex Kennedy</a>",2014,22,Thunder Coal,33,Joe Falk,Chevrolet,5,0,0,0,0,0,3,39.8,34.6,3.217004409,68.04985337,181.0207862,157.3698292,14.56937445,42,168,0.2,19,89,0.175925926,7,7,0.5,2,3,0.4,40,170,0.180487805,0.128027682,0.2103954
